id,target
250,0
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,1
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,0
268,1
269,0
270,1
271,1
272,1
273,0
274,0
275,0
276,0
277,1
278,1
279,0
280,0
281,0
282,0
283,0
284,1
285,1
286,0
287,0
288,1
289,1
290,1
291,0
292,1
293,0
294,0
295,1
296,1
297,0
298,0
299,0
300,1
301,0
302,0
303,0
304,0
305,0
306,1
307,1
308,0
309,0
310,0
311,1
312,0
313,1
314,0
315,1
316,1
317,1
318,0
319,0
320,0
321,1
322,0
323,0
324,1
325,0
326,0
327,0
328,1
329,1
330,0
331,0
332,0
333,1
334,0
335,0
336,1
337,0
338,0
339,1
340,1
341,0
342,0
343,0
344,0
345,0
346,0
347,1
348,0
349,1
350,1
351,1
352,0
353,0
354,1
355,1
356,0
357,0
358,1
359,0
360,0
361,0
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,0
370,0
371,1
372,0
373,1
374,0
375,0
376,1
377,1
378,0
379,1
380,1
381,1
382,1
383,0
384,0
385,0
386,0
387,1
388,1
389,0
390,1
391,0
392,1
393,0
394,1
395,0
396,0
397,1
398,1
399,1
400,0
401,0
402,0
403,0
404,0
405,0
406,1
407,0
408,0
409,0
410,1
411,0
412,1
413,1
414,0
415,0
416,1
417,1
418,0
419,1
420,0
421,0
422,1
423,1
424,0
425,1
426,0
427,0
428,1
429,0
430,0
431,0
432,0
433,1
434,1
435,1
436,0
437,0
438,0
439,0
440,1
441,0
442,0
443,1
444,1
445,1
446,1
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,1
455,0
456,0
457,1
458,1
459,1
460,1
461,0
462,0
463,0
464,1
465,1
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,1
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,1
483,1
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,1
501,1
502,1
503,0
504,1
505,0
506,0
507,0
508,0
509,1
510,0
511,1
512,0
513,1
514,0
515,0
516,1
517,0
518,0
519,1
520,0
521,0
522,0
523,1
524,0
525,1
526,1
527,0
528,0
529,1
530,0
531,0
532,0
533,1
534,1
535,1
536,1
537,1
538,1
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,1
547,0
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,0
556,1
557,1
558,1
559,0
560,0
561,1
562,1
563,1
564,1
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,1
574,1
575,0
576,0
577,1
578,0
579,1
580,0
581,1
582,0
583,0
584,1
585,0
586,1
587,1
588,0
589,0
590,0
591,1
592,0
593,1
594,1
595,0
596,1
597,1
598,1
599,0
600,0
601,1
602,0
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,0
611,1
612,0
613,0
614,0
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,0
625,0
626,0
627,0
628,1
629,1
630,0
631,0
632,0
633,0
634,0
635,1
636,0
637,0
638,0
639,0
640,0
641,1
642,0
643,0
644,1
645,0
646,0
647,1
648,0
649,0
650,1
651,0
652,0
653,1
654,0
655,0
656,0
657,1
658,1
659,0
660,0
661,1
662,1
663,1
664,0
665,0
666,0
667,0
668,1
669,0
670,0
671,0
672,0
673,1
674,1
675,1
676,0
677,0
678,0
679,1
680,0
681,1
682,0
683,0
684,1
685,1
686,0
687,1
688,0
689,0
690,0
691,0
692,1
693,0
694,0
695,1
696,1
697,0
698,0
699,0
700,0
701,1
702,0
703,1
704,1
705,0
706,1
707,0
708,1
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,1
717,0
718,0
719,0
720,1
721,1
722,1
723,1
724,0
725,0
726,1
727,1
728,0
729,0
730,1
731,1
732,0
733,1
734,0
735,0
736,1
737,1
738,0
739,0
740,0
741,0
742,1
743,1
744,0
745,0
746,0
747,0
748,1
749,0
750,0
751,1
752,0
753,1
754,1
755,1
756,0
757,0
758,0
759,0
760,1
761,1
762,1
763,1
764,1
765,1
766,0
767,0
768,1
769,0
770,0
771,0
772,0
773,0
774,0
775,1
776,1
777,0
778,0
779,0
780,0
781,1
782,0
783,0
784,0
785,0
786,0
787,1
788,1
789,0
790,1
791,0
792,1
793,0
794,1
795,0
796,1
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,1
805,0
806,1
807,1
808,0
809,1
810,0
811,0
812,0
813,0
814,1
815,1
816,0
817,0
818,0
819,0
820,1
821,0
822,1
823,1
824,0
825,0
826,0
827,0
828,0
829,1
830,1
831,0
832,1
833,1
834,1
835,0
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,0
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,1
854,0
855,1
856,1
857,0
858,1
859,1
860,1
861,0
862,1
863,0
864,1
865,0
866,1
867,0
868,1
869,0
870,1
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,0
880,0
881,1
882,0
883,0
884,0
885,0
886,0
887,1
888,0
889,0
890,1
891,0
892,1
893,0
894,1
895,0
896,1
897,0
898,0
899,0
900,1
901,1
902,1
903,1
904,0
905,0
906,0
907,0
908,1
909,1
910,0
911,1
912,1
913,0
914,0
915,0
916,1
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,0
925,1
926,0
927,1
928,0
929,1
930,1
931,0
932,1
933,0
934,0
935,0
936,1
937,0
938,1
939,0
940,1
941,0
942,0
943,0
944,1
945,0
946,0
947,0
948,0
949,1
950,1
951,0
952,1
953,0
954,1
955,0
956,1
957,0
958,1
959,1
960,1
961,0
962,1
963,0
964,0
965,0
966,0
967,1
968,0
969,1
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,1
987,1
988,0
989,1
990,0
991,1
992,0
993,0
994,1
995,1
996,0
997,0
998,0
999,1
1000,0
1001,0
1002,0
1003,0
1004,1
1005,1
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,1
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,0
1037,1
1038,1
1039,1
1040,0
1041,0
1042,0
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,0
1050,1
1051,0
1052,0
1053,1
1054,1
1055,1
1056,0
1057,0
1058,1
1059,1
1060,0
1061,1
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,0
1082,0
1083,0
1084,0
1085,1
1086,1
1087,0
1088,0
1089,0
1090,0
1091,1
1092,0
1093,0
1094,1
1095,0
1096,0
1097,0
1098,0
1099,0
1100,1
1101,1
1102,0
1103,1
1104,0
1105,0
1106,0
1107,1
1108,0
1109,0
1110,1
1111,0
1112,1
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,1
1120,1
1121,0
1122,1
1123,0
1124,0
1125,0
1126,0
1127,1
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,1
1137,1
1138,0
1139,0
1140,0
1141,0
1142,1
1143,0
1144,0
1145,1
1146,1
1147,0
1148,0
1149,1
1150,1
1151,0
1152,0
1153,1
1154,1
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,1
1167,1
1168,0
1169,1
1170,0
1171,0
1172,0
1173,0
