id,target
250,1
251,0
252,0
253,1
254,0
255,1
256,1
257,1
258,1
259,0
260,1
261,0
262,1
263,1
264,1
265,1
266,1
267,0
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,0
277,1
278,0
279,1
280,0
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,0
290,0
291,0
292,1
293,0
294,1
295,0
296,1
297,0
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,0
309,0
310,0
311,0
312,1
313,0
314,1
315,1
316,0
317,0
318,1
319,0
320,0
321,1
322,1
323,1
324,0
325,0
326,1
327,1
328,0
329,1
330,1
331,1
332,1
333,0
334,0
335,0
336,1
337,1
338,1
339,0
340,1
341,1
342,0
343,1
344,1
345,0
346,1
347,1
348,1
349,0
350,1
351,1
352,0
353,0
354,1
355,1
356,0
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,0
365,1
366,0
367,0
368,0
369,1
370,0
371,0
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,1
384,0
385,1
386,0
387,0
388,0
389,1
390,1
391,1
392,1
393,1
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,1
402,0
403,1
404,1
405,0
406,0
407,1
408,1
409,1
410,1
411,1
412,0
413,1
414,1
415,1
416,0
417,0
418,0
419,1
420,1
421,0
422,1
423,1
424,1
425,1
426,0
427,0
428,1
429,0
430,1
431,1
432,1
433,1
434,1
435,0
436,0
437,0
438,1
439,1
440,0
441,1
442,0
443,1
444,0
445,0
446,0
447,0
448,1
449,1
450,0
451,0
452,1
453,1
454,0
455,0
456,0
457,1
458,1
459,1
460,1
461,1
462,0
463,1
464,0
465,1
466,0
467,1
468,1
469,1
470,1
471,0
472,1
473,1
474,1
475,0
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,0
484,0
485,1
486,0
487,0
488,0
489,1
490,0
491,1
492,1
493,1
494,1
495,0
496,1
497,1
498,0
499,1
500,1
501,1
502,1
503,1
504,0
505,1
506,0
507,0
508,1
509,1
510,0
511,1
512,1
513,1
514,1
515,1
516,1
517,0
518,1
519,0
520,1
521,0
522,0
523,1
524,1
525,1
526,1
527,1
528,1
529,0
530,1
531,1
532,0
533,0
534,0
535,0
536,1
537,1
538,1
539,1
540,1
541,1
542,0
543,1
544,0
545,0
546,1
547,0
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,1
556,1
557,1
558,0
559,1
560,0
561,1
562,0
563,1
564,1
565,1
566,1
567,0
568,0
569,1
570,1
571,1
572,1
573,1
574,1
575,0
576,1
577,1
578,1
579,1
580,0
581,1
582,0
583,1
584,1
585,1
586,1
587,0
588,0
589,0
590,1
591,1
592,1
593,0
594,1
595,0
596,0
597,1
598,1
599,0
600,1
601,1
602,1
603,1
604,0
605,1
606,1
607,1
608,0
609,1
610,1
611,0
612,0
613,1
614,0
615,1
616,0
617,1
618,0
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,0
630,0
631,0
632,0
633,0
634,0
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,0
644,0
645,0
646,0
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,0
659,1
660,0
661,1
662,0
663,1
664,1
665,0
666,1
667,1
668,1
669,1
670,0
671,0
672,1
673,1
674,0
675,1
676,0
677,1
678,1
679,0
680,1
681,0
682,1
683,1
684,1
685,1
686,1
687,1
688,0
689,0
690,0
691,1
692,1
693,1
694,1
695,0
696,0
697,0
698,1
699,1
700,1
701,1
702,0
703,0
704,1
705,0
706,1
707,0
708,1
709,1
710,0
711,0
712,1
713,1
714,1
715,0
716,1
717,0
718,0
719,0
720,1
721,1
722,0
723,0
724,0
725,1
726,0
727,1
728,0
729,0
730,1
731,1
732,0
733,0
734,0
735,0
736,1
737,1
738,1
739,0
740,1
741,0
742,1
743,1
744,0
745,0
746,1
747,1
748,1
749,1
750,0
751,1
752,1
753,1
754,0
755,1
756,0
757,1
758,0
759,1
760,1
761,1
762,0
763,0
764,1
765,1
766,0
767,1
768,1
769,1
770,1
771,1
772,0
773,1
774,0
775,1
776,0
777,1
778,0
779,1
780,0
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,0
789,0
790,0
791,1
792,1
793,1
794,0
795,1
796,1
797,1
798,1
799,1
800,0
801,1
802,0
803,1
804,1
805,1
806,0
807,0
808,1
809,1
810,1
811,1
812,1
813,0
814,1
815,1
816,0
817,0
818,1
819,1
820,1
821,0
822,1
823,1
824,1
825,1
826,1
827,0
828,1
829,1
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,0
838,1
839,1
840,1
841,0
842,1
843,0
844,1
845,1
846,0
847,0
848,1
849,1
850,1
851,1
852,1
853,1
854,0
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,0
864,1
865,1
866,1
867,0
868,0
869,1
870,0
871,1
872,0
873,0
874,1
875,1
876,1
877,1
878,1
879,0
880,1
881,0
882,1
883,0
884,0
885,0
886,0
887,0
888,0
889,1
890,0
891,1
892,1
893,0
894,1
895,1
896,0
897,0
898,0
899,1
900,1
901,1
902,1
903,1
904,0
905,1
906,1
907,1
908,1
909,0
910,0
911,1
912,0
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,0
925,0
926,1
927,1
928,1
929,1
930,1
931,0
932,1
933,1
934,1
935,0
936,1
937,0
938,1
939,0
940,1
941,1
942,1
943,1
944,1
945,0
946,1
947,1
948,0
949,1
950,1
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,1
959,1
960,1
961,1
962,1
963,0
964,0
965,1
966,1
967,1
968,0
969,1
970,0
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,1
979,1
980,0
981,1
982,0
983,1
984,0
985,1
986,1
987,0
988,1
989,0
990,1
991,0
992,1
993,1
994,1
995,1
996,1
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,1
1018,0
1019,1
1020,0
1021,1
1022,0
1023,0
1024,1
1025,1
1026,1
1027,0
1028,1
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,0
1037,1
1038,0
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,1
1051,1
1052,1
1053,1
1054,0
1055,0
1056,1
1057,0
1058,1
1059,1
1060,0
1061,1
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,0
1072,1
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,0
1091,1
1092,0
1093,1
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,0
1101,1
1102,1
1103,0
1104,0
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,1
1117,1
1118,0
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,0
1131,0
1132,1
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,1
1140,0
1141,1
1142,0
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,0
1154,0
1155,1
1156,0
1157,1
1158,1
1159,1
1160,0
1161,0
1162,1
1163,1
1164,1
1165,0
1166,0
1167,1
1168,0
1169,1
1170,0
1171,1
1172,0
1173,1
1174,1
1175,1
1176,0
1177,0
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,1
1190,1
1191,0
1192,0
1193,1
1194,0
1195,1
1196,1
1197,0
1198,0
1199,1
1200,1
1201,1
1202,0
1203,0
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,0
1224,1
1225,1
1226,0
1227,0
1228,1
1229,1
1230,1
1231,0
1232,0
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,0
1255,0
1256,1
1257,1
1258,0
1259,0
1260,0
1261,1
1262,0
1263,1
1264,1
1265,0
1266,0
1267,1
1268,1
1269,0
1270,1
1271,1
1272,1
1273,1
1274,0
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,1
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,0
1289,1
1290,1
1291,0
1292,1
1293,1
1294,1
1295,1
1296,0
1297,0
1298,1
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,1
1306,1
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,0
1316,1
1317,1
1318,1
1319,0
1320,1
1321,1
1322,0
1323,1
1324,0
1325,0
1326,1
1327,1
1328,1
1329,0
1330,1
1331,1
1332,1
1333,0
1334,1
1335,1
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,1
1343,0
1344,1
1345,0
1346,0
1347,1
1348,0
1349,1
1350,1
1351,0
1352,1
1353,1
1354,1
1355,1
1356,0
1357,1
1358,1
1359,0
1360,0
1361,1
1362,1
1363,1
1364,0
1365,1
1366,1
1367,1
1368,1
1369,0
1370,1
1371,1
1372,0
1373,1
1374,1
1375,1
1376,1
1377,0
1378,1
1379,0
1380,1
1381,1
1382,1
1383,1
1384,1
1385,1
1386,0
1387,1
1388,1
1389,1
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,1
1397,0
1398,1
1399,0
1400,0
1401,0
1402,1
1403,1
1404,1
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,1
1418,0
1419,1
1420,0
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,0
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,0
1442,1
1443,1
1444,1
1445,0
1446,1
1447,1
1448,1
1449,1
1450,0
1451,1
1452,0
1453,1
1454,1
1455,0
1456,0
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,0
1466,1
1467,0
1468,1
1469,1
1470,1
1471,1
1472,1
1473,0
1474,1
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,1
1482,0
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,0
1490,0
1491,1
1492,0
1493,1
1494,1
1495,1
1496,0
1497,0
1498,1
1499,1
1500,0
1501,0
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,0
1513,1
1514,1
1515,1
1516,0
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,0
1528,1
1529,1
1530,0
1531,1
1532,0
1533,0
1534,0
1535,1
1536,1
1537,1
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,0
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,0
1552,0
1553,0
1554,1
1555,1
1556,1
1557,0
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,0
1569,0
1570,1
1571,1
1572,0
1573,1
1574,1
1575,1
1576,0
1577,1
1578,1
1579,0
1580,0
1581,0
1582,1
1583,1
1584,1
1585,0
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,0
1594,1
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,0
1621,1
1622,0
1623,1
1624,1
1625,1
1626,1
1627,1
1628,0
1629,0
1630,1
1631,1
1632,0
1633,1
1634,1
1635,0
1636,0
1637,1
1638,1
1639,1
1640,0
1641,1
1642,0
1643,1
1644,1
1645,0
1646,1
1647,1
1648,1
1649,0
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,0
1664,1
1665,1
1666,0
1667,0
1668,1
1669,0
1670,1
1671,1
1672,1
1673,1
1674,0
1675,1
1676,0
1677,1
1678,0
1679,0
1680,1
1681,0
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,0
1699,1
1700,0
1701,1
1702,0
1703,1
1704,1
1705,1
1706,1
1707,0
1708,0
1709,1
1710,0
1711,1
1712,0
1713,1
1714,1
1715,1
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,0
1732,1
1733,1
1734,1
1735,0
1736,1
1737,1
1738,1
1739,1
1740,1
1741,0
1742,0
1743,1
1744,0
1745,0
1746,1
1747,0
1748,0
1749,0
1750,1
1751,1
1752,0
1753,1
1754,1
1755,1
1756,1
1757,0
1758,0
1759,1
1760,0
1761,1
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,1
1769,1
1770,1
1771,1
1772,0
1773,0
1774,1
1775,0
1776,1
1777,0
1778,1
1779,1
1780,1
1781,0
1782,1
1783,1
1784,1
1785,0
1786,1
1787,1
1788,0
1789,1
1790,1
1791,1
1792,0
1793,0
1794,1
1795,1
1796,0
1797,1
1798,1
1799,1
1800,0
1801,1
1802,1
1803,0
1804,1
1805,1
1806,1
1807,1
1808,0
1809,1
1810,0
1811,0
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,0
1819,1
1820,1
1821,0
1822,1
1823,1
1824,0
1825,1
1826,0
1827,1
1828,1
1829,0
1830,1
1831,1
1832,1
1833,0
1834,0
1835,0
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,1
1845,0
1846,1
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,1
1854,1
1855,1
1856,0
1857,1
1858,1
1859,1
1860,1
1861,0
1862,0
1863,1
1864,0
1865,0
1866,1
1867,1
1868,1
1869,1
1870,0
1871,1
1872,1
1873,1
1874,1
1875,0
1876,0
1877,1
1878,1
1879,1
1880,0
1881,1
1882,0
1883,0
1884,1
1885,1
1886,1
1887,1
1888,0
1889,0
1890,1
1891,0
1892,0
1893,1
1894,0
1895,1
1896,1
1897,1
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,0
1906,1
1907,0
1908,1
1909,1
1910,0
1911,0
1912,1
1913,1
1914,1
1915,0
1916,1
1917,1
1918,1
1919,1
1920,0
1921,1
1922,1
1923,1
1924,1
1925,0
1926,1
1927,0
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
